,OMA_group,aln_len,total_gap_count,msa_gap_count,asr_gap_count,min_gap_count,spc_wmin_gap_count,max_gap_count,spc_wmax_gap_count,gap_ratio,num_gappy_sites,avg_gap_len,median_gap_len,mode_gap_len,min_gap_len,spc_wmin_gap_len,max_gap_len,spc_wmax_gap_len,num_ins,num_del,indel_ratio,is_gappy,mu,lambda,loglikelihood,intensity,expected_len,tree_len,per_indel_div
3728,1009343,240,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,40,37,0.925,0,1e-06,1e-06,-2870.81,1.0,0.0,0.23108,0.0
3729,1009354,591,218,109,109,1,Pan,53,Rattus,0.033533303,53,12.11111111,1.0,1,1,Mus,51,Mus,53,0,0.0,1,0.382112,206.695,-4779.24,540.9277908,78.9806398,0.24209,3.353330257
3730,793798,427,760,388,372,43,Mus,82,Homo,0.161805408,98,13.33333333,2.0,2,1,Mus,75,Homo,98,16,0.163265306,1,1.66315,533.042,-3271.24,320.5014581,886.5288023,0.21561,16.18054077
3734,978556,495,40,20,20,0,Gorilla,4,Mus,0.007346189,4,4.0,4.0,4,0,Gorilla,4,Mus,4,0,0.0,1,0.00780819,3.84771,-4198.38,492.7787362,0.0300437,0.41803,0.734618916
3735,978557,579,782,397,385,14,Gorilla,80,Rattus,0.122782226,90,30.07692308,2.0,2,1,Mus,77,Mus,90,12,0.133333333,1,0.841088,373.407,-4986.4,443.9571127,314.0681468,0.38264,12.27822264
3736,691749,120,53,47,6,0,Gorilla,19,Pan,0.040151515,22,7.571428571,3.0,3,0,Gorilla,19,Pan,22,41,1.863636364,1,0.439471,40.0149,-1203.28,91.0524244,17.5853881,0.75028,4.015151515
3737,693404,953,7,4,3,0,Mus,1,Pan,0.000667748,1,1.0,1.0,1,0,Mus,1,Pan,1,1,1.0,1,0.00225768,2.1498,-8817.24,952.2164346,0.0048536,0.33205,0.066774778
3738,693406,950,368,186,182,19,Pan,37,Mus,0.035215311,41,8.0,3.0,3,1,Mus,20,Mus,41,4,0.097560976,1,0.700399,558.914,-9001.25,797.993715,391.4628067,0.27714,3.5215311
3740,693554,382,45,33,12,1,Mus,23,Gorilla,0.010709186,23,3.0,2.0,2,1,Mus,21,Gorilla,23,21,0.913043478,1,0.368046,133.695,-2975.83,363.2562234,49.20591,0.13761,1.07091861
3741,799663,933,126,102,24,1,V5,37,Pan,0.012277112,43,6.3,3.0,1,1,Pan,36,Pan,43,78,1.813953488,1,1.00339,806.019,-10491.7,803.2958271,808.7514044,0.16345,1.227711196
3742,799722,196,22,21,1,0,Pan,19,Macaca,0.010204082,20,5.5,1.0,1,0,Pan,19,Macaca,20,20,1.0,1,2.10958,349.95,-1149.02,165.8861006,738.247521,0.08638,1.020408163
3743,799730,387,380,193,187,5,Pan,87,Mus,0.08926474,92,7.307692308,1.0,1,1,Mus,37,Mus,92,6,0.065217391,1,0.277186,90.5727,-3004.46,326.7578449,25.1054844,0.69592,8.926474043
3745,653867,1033,147,82,65,13,Mus,17,Pan,0.012936724,30,6.681818182,6.5,4,4,Mus,13,Pan,30,17,0.566666667,1,1.7739,1332.88,-8644.66,751.3839563,2364.395832,0.06887,1.293672446
3752,313079,925,810,442,368,57,Macaca,125,Rattus,0.07960688,170,5.472972973,3.0,1,1,Mus,55,Rattus,170,74,0.435294118,1,0.184199,139.289,-7889.06,756.1876015,25.6568945,1.28769,7.960687961
3758,1029474,367,180,90,90,0,Rattus,18,Mus,0.044587565,18,18.0,18.0,18,0,Rattus,18,Mus,18,0,0.0,1,0.283505,101.409,-2515.65,357.6973951,28.7499585,0.08669,4.458756502
3761,624867,798,684,403,281,36,V7,97,Mus,0.077922078,120,20.72727273,21.0,21,2,Gorilla,40,Mus,120,122,1.016666667,1,3.85205,1334.21,-7427.75,346.3636246,5139.443631,0.12659,7.792207792
3762,625434,816,404,224,180,32,Macaca,48,Gorilla,0.045008913,80,12.625,10.0,22,4,Mus,22,Mus,80,44,0.55,1,1.51623,1009.82,-7878.04,666.0071361,1531.119379,0.15538,4.500891266
3764,626932,390,433,265,168,32,Mus,69,Macaca,0.100932401,131,6.873015873,3.0,1,1,Mus,53,Pan,131,97,0.740458015,1,2.00443,514.297,-3727.44,256.5801749,1030.872336,0.28708,10.09324009
3765,809811,1313,2840,1618,1222,62,Pan,489,Rattus,0.196635048,551,19.5862069,3.0,1,1,Mus,417,Rattus,551,396,0.718693285,1,2.6973,1730.21,-12120.7,641.4599785,4666.895433,0.17337,19.66350481
3766,809812,1636,166,89,77,13,Gorilla,16,Mus,0.009224272,28,2.441176471,1.0,1,1,Mus,8,Mus,28,12,0.428571429,1,0.167345,254.357,-15498.9,1519.95578,42.5653722,0.45702,0.922427206
3769,1031174,337,310,155,155,1,Gorilla,31,Rattus,0.083625573,31,15.5,15.5,30,1,Rattus,30,Mus,31,0,0.0,1,2.0414,500.648,-3159.02,245.2473792,1022.022827,0.19374,8.362557324
3771,1031212,330,30,15,15,0,Rattus,3,Mus,0.008264463,3,3.0,3.0,3,0,Rattus,3,Mus,3,0,0.0,1,0.0585948,19.2333,-1920.43,328.2424379,1.1269714,0.06297,0.826446281
3772,1027585,833,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,3,0,0.0,0,1e-06,1e-06,-11240.2,1.0,0.0,0.23014,0.0
3775,938893,684,636,391,245,49,Mus,137,Macaca,0.084529506,142,39.75,49.0,49,1,Gorilla,88,Macaca,142,146,1.028169014,1,7.64962,1797.5,-8357.58,234.9789924,13750.19195,0.06737,8.452950558
3782,806668,661,234,142,92,12,Homo,55,Gorilla,0.032182643,61,3.545454545,1.0,1,1,Mus,41,Gorilla,61,50,0.819672131,1,0.287279,166.55,-7072.03,579.7499991,47.8463175,0.49829,3.218264338
3783,806669,1121,662,532,130,25,Mus,150,Pan,0.053685832,184,22.82758621,19.0,19,1,Homo,105,Macaca,184,402,2.184782609,1,3.88247,1585.13,-11672.6,408.2787504,6154.219671,0.0973,5.368583245
3785,726547,1223,304,158,146,20,Rattus,31,V2,0.02259719,43,4.983606557,4.0,1,1,Mus,15,Mus,43,12,0.279069767,1,0.549834,581.813,-11256.1,1058.161191,319.900569,0.29107,2.259719022
3789,969727,355,43,24,19,1,Rattus,6,Gorilla,0.011011524,7,1.194444444,1.0,1,1,Mus,2,Pan,7,5,0.714285714,1,0.907328,287.634,-2590.36,317.01215,260.978382,0.13416,1.101152369
3795,811739,351,12,6,6,0,Pan,3,Mus,0.003108003,3,3.0,3.0,3,0,Pan,3,Mus,3,0,0.0,1,0.0317525,11.0927,-2315.12,349.3488702,0.352221,0.10595,0.310800311
3797,696565,1233,936,782,154,22,Homo,213,Macaca,0.069011281,244,18.72,5.0,4,1,Mus,208,Pan,244,628,2.573770492,1,5.54807,1898.31,-15094.3,342.1568221,10531.95676,0.12273,6.901128069
3801,936363,280,8,4,4,0,Pan,2,Mus,0.002597403,2,1.0,1.0,1,0,Pan,1,Mus,2,0,0.0,1,0.0866652,23.5541,-2254.96,271.7826763,2.0413208,0.3304,0.25974026
3807,1011547,384,100,90,10,0,Gorilla,41,Pan,0.023674242,43,7.692307692,2.0,2,0,Gorilla,39,Pan,43,80,1.860465116,1,3.5233,1038.82,-3421.01,294.842903,3660.074506,0.07592,2.367424242
3808,1022654,718,913,473,440,2,Pan,243,Mus,0.115598886,250,14.72580645,2.0,1,1,Mus,82,Mus,250,33,0.132,1,0.3015,166.342,-5897.87,551.7147595,50.152113,1.07579,11.55988858
3809,1022655,712,887,445,442,3,Pan,123,Mus,0.11325332,125,25.34285714,3.0,1,1,Pan,63,Mus,125,3,0.024,1,0.463994,278.6,-6611.81,600.4387988,129.2687284,0.41014,11.32533197
3810,1022703,999,41,21,20,0,Gorilla,5,Rattus,0.003731004,5,1.952380952,2.0,2,0,Gorilla,2,Mus,5,1,0.2,1,0.839311,788.593,-7970.3,939.5718631,661.8747794,0.07341,0.373100373
3816,718543,399,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,210,237,1.128571429,0,1e-06,1e-06,-4780.14,1.0,0.0,0.14755,0.0
3817,718545,623,286,146,140,7,Rattus,28,Mus,0.041733547,34,8.9375,2.0,2,1,Rattus,24,Mus,34,6,0.176470588,1,0.190362,110.066,-5142.1,578.1931268,20.9523839,0.4055,4.173354735
3818,816934,2013,278,141,137,7,Pan,52,Rattus,0.012554758,54,4.793103448,3.0,3,1,Mus,16,Mus,54,4,0.074074074,1,0.270138,503.273,-21740.3,1863.021863,135.9531617,0.29601,1.255475771
3822,808830,1112,276,152,124,12,Rattus,34,V9,0.022563767,41,5.018181818,2.0,2,1,Mus,24,Pan,41,28,0.682926829,1,0.344254,353.72,-11538.3,1027.497139,121.7695249,0.24057,2.256376717
3824,720151,408,7,4,3,0,Mus,1,Pan,0.001559715,1,1.0,1.0,1,0,Mus,1,Pan,1,1,1.0,1,0.00238681,0.973512,-3711.27,407.8715943,0.0023236,0.86839,0.15597148
3825,715677,2297,596,326,270,50,Gorilla,60,Macaca,0.023588079,110,18.625,12.0,2,2,Mus,40,Mus,110,56,0.509090909,1,2.15276,1651.51,-25720.2,767.1593675,3555.304668,0.06689,2.358807931
3826,715705,206,50,45,5,0,Mus,41,Rattus,0.022065313,41,5.0,1.0,1,0,Mus,41,Rattus,41,40,0.975609756,1,1.07181,175.85,-1334.15,164.0682584,188.4777885,0.25198,2.206531333
3829,811649,949,1005,719,286,44,Mus,311,Gorilla,0.096273589,391,13.58108108,2.0,2,1,Mus,190,Gorilla,391,433,1.10741688,1,1.43802,942.169,-9165.79,655.184907,1354.857865,0.33903,9.627358942
3833,811291,822,94,52,42,6,Pan,16,Mus,0.01039593,18,2.764705882,2.0,2,1,Mus,6,Mus,18,10,0.555555556,1,1.05633,784.078,-7396.83,742.2661479,828.2451137,0.10111,1.03959301
3835,811601,461,139,70,69,1,Mus,17,Pan,0.027410767,18,12.63636364,17.0,17,1,Mus,17,Pan,18,1,0.055555556,1,1.29235,541.448,-3203.37,418.963903,699.7403228,0.07572,2.741076711
3839,1032879,435,198,148,50,10,Mus,57,Macaca,0.04137931,70,15.23076923,10.0,10,10,Mus,47,Macaca,70,98,1.4,1,2.96026,810.196,-4620.32,273.6908245,2398.390811,0.21736,4.137931034
3845,753457,232,44,26,18,0,Mus,6,Pan,0.017241379,8,5.5,6.0,6,0,Mus,6,Pan,8,8,1.0,1,0.367426,78.9594,-1437.77,214.8987823,29.0117365,0.2153,1.724137931
3848,983021,1002,213,202,11,1,Homo,91,Pan,0.019324986,105,8.875,1.0,1,1,Mus,90,Pan,105,191,1.819047619,1,0.335095,303.122,-8635.36,904.5852669,101.5746666,0.32204,1.932498639
3849,983032,895,344,194,150,20,Mus,67,Rattus,0.034941595,79,6.745098039,4.0,1,1,Mus,29,Rattus,79,44,0.556962025,1,0.468089,358.638,-7518.62,766.1748086,167.8745028,0.36566,3.494159472
3853,575096,549,157,87,70,12,Macaca,19,Gorilla,0.025997682,32,4.617647059,2.0,1,1,Mus,11,Mus,32,17,0.53125,1,1.88431,842.834,-5154.58,447.2905201,1588.160535,0.12141,2.599768174
3856,658077,680,1015,544,471,67,Gorilla,102,Mus,0.135695187,128,21.59574468,27.0,35,3,Mus,35,Mus,128,73,0.5703125,1,4.99315,1428.74,-6288.37,286.1400118,7133.913131,0.16251,13.56951872
3857,658106,712,29,15,14,0,Pan,8,Mus,0.003702758,8,3.222222222,1.0,1,0,Pan,6,Mus,8,1,0.125,1,0.0683742,47.3072,-5811.78,691.8867058,3.234592,0.41136,0.370275792
3859,812165,571,688,438,250,32,Pan,229,Macaca,0.109536698,250,32.76190476,21.0,11,11,Mus,218,Macaca,250,188,0.752,1,16.4109,1768.92,-6339.81,107.7893351,29029.56923,0.03857,10.9536698
3865,583034,490,271,153,118,22,Pan,35,Gorilla,0.050278293,61,6.775,8.0,2,1,Mus,18,Gorilla,61,35,0.573770492,1,1.47116,523.974,-4576.37,356.1638435,770.8495898,0.27372,5.027829314
3866,583153,401,1030,520,510,68,Gorilla,102,Mus,0.233507141,112,33.22580645,34.0,34,10,Homo,40,Mus,112,10,0.089285714,1,7.75961,1317.7,-4780.15,169.8152356,10224.8381,0.15738,23.35071412
3868,1040472,949,441,236,205,31,Macaca,41,Mus,0.042245426,72,6.485294118,2.0,1,1,Mus,29,Mus,72,31,0.430555556,1,0.212722,180.841,-8380.0,850.1283365,38.4688592,0.55448,4.224542581
3870,1040607,350,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,72,31,0.430555556,0,1e-06,1e-06,-3816.34,1.0,0.0,0.10398,0.0
3871,993391,144,207,104,103,1,Macaca,21,Pan,0.130681818,21,12.17647059,20.0,20,1,Pan,20,Mus,21,1,0.047619048,1,0.167132,22.1492,-1061.84,132.5251897,3.7018401,0.51517,13.06818182
3879,947741,409,143,72,71,3,Mus,17,Macaca,0.031784841,18,4.931034483,1.0,1,1,Mus,15,Pan,18,1,0.055555556,1,1.13998,399.782,-4012.96,350.6921174,455.7434844,0.14601,3.178484108
3881,944833,652,1120,652,468,11,Pan,151,root,0.156162856,201,14.17721519,1.0,1,1,Mus,134,Mus,201,184,0.915422886,1,0.653703,289.736,-6290.78,443.2226868,189.4012924,0.79339,15.61628555
3884,1009804,357,254,142,112,9,Homo,32,Pan,0.064680418,38,4.535714286,1.0,1,1,Mus,26,Mus,38,30,0.789473684,1,0.214494,63.6631,-3235.59,296.8059713,13.655353,0.97507,6.468041762
3885,1009813,1241,134,70,64,2,Homo,25,Rattus,0.009816131,28,3.526315789,2.0,2,1,Mus,8,Mus,28,6,0.214285714,1,0.278115,326.527,-12867.4,1174.071877,90.8120566,0.20097,0.981613069
3886,1009819,1696,344,206,138,11,Macaca,108,Mus,0.018439108,119,5.548387097,1.0,1,1,Mus,57,Mus,119,68,0.571428571,1,0.100296,164.463,-17352.7,1639.776262,16.494981,0.33393,1.843910806
3887,1009821,1287,763,410,353,55,Mus,72,Rattus,0.053895599,128,6.466101695,5.0,4,1,Mus,22,Gorilla,128,57,0.4453125,1,0.620755,613.454,-13667.2,988.238516,380.8046378,0.51115,5.389559935
3888,966812,1222,362,215,147,28,Rattus,50,Gorilla,0.026930516,91,7.24,2.0,1,1,Mus,43,Gorilla,91,68,0.747252747,1,0.83045,860.089,-12665.7,1035.690288,714.2609101,0.21954,2.693051629
3899,810213,514,382,214,168,28,Macaca,64,Gorilla,0.067562787,85,5.093333333,3.0,2,1,Mus,33,Gorilla,85,46,0.541176471,1,0.461495,211.248,-4583.22,457.7471045,97.4898958,0.26961,6.756278741
3900,810214,948,640,438,202,39,Homo,210,Pan,0.061373226,269,9.411764706,3.0,1,1,Pan,176,Pan,269,236,0.87732342,1,1.1897,821.887,-9686.87,690.8355047,977.7989639,0.32718,6.137322593
3901,810215,735,650,325,325,0,Rattus,65,Mus,0.080395795,65,65.0,65.0,65,0,Rattus,65,Mus,65,0,0.0,1,0.207935,145.568,-5395.8,700.0649241,30.2686821,0.23769,8.039579468
3904,809680,683,33,18,15,3,Mus,3,Mus,0.004392387,6,3.0,3.0,3,3,Mus,3,Mus,6,3,0.5,1,0.0212754,14.4528,-5438.4,679.3197778,0.3074891,0.20755,0.439238653
3905,809683,285,38,19,19,0,Rattus,4,Pan,0.012121212,4,2.111111111,3.0,3,0,Rattus,3,Mus,4,0,0.0,1,3.15088,804.235,-1532.53,255.2413929,2534.047977,0.03624,1.212121212
3907,809031,1133,149,103,46,0,Gorilla,28,Pan,0.011955388,61,7.095238095,2.0,2,0,Gorilla,28,Pan,61,57,0.93442623,1,1.34666,1286.72,-9605.02,955.4898787,1732.774355,0.11462,1.195538795
3911,815684,431,9,6,3,0,Pan,3,Mus,0.001898334,3,3.0,3.0,3,0,Pan,3,Mus,3,3,1.0,1,0.361597,151.388,-2580.59,418.6649779,54.7414466,0.0773,0.189833368
3912,815687,662,10,5,5,0,Rattus,1,Mus,0.001373249,1,1.0,1.0,1,0,Rattus,1,Mus,1,0,0.0,1,0.00321088,2.12234,-5526.08,660.9839047,0.0068146,0.45989,0.137324911
3913,963981,689,134,75,59,11,Macaca,15,Rattus,0.017680433,28,2.734693878,1.0,1,1,Mus,11,Rattus,28,16,0.571428571,1,0.432005,273.219,-5651.89,632.4440689,118.0319741,0.20675,1.768043277
3914,964000,347,325,166,159,18,Gorilla,56,Rattus,0.085145402,58,7.558139535,6.0,1,1,Mus,33,Mus,58,7,0.120689655,1,0.412542,119.288,-3008.06,289.1535892,49.2113101,0.49883,8.514540215
3917,996940,625,152,83,69,12,Mus,16,Macaca,0.022109091,26,2.026666667,2.0,1,1,Mus,5,Mus,26,14,0.538461538,1,0.216835,117.92,-5879.74,543.8236447,25.5691832,0.70549,2.210909091
3918,305274,1057,265,189,76,14,Homo,113,Pan,0.022791778,130,13.94736842,14.0,14,1,Mus,113,Pan,130,113,0.869230769,1,1.33369,1144.73,-10935.4,858.3179,1526.714954,0.15771,2.279177776
3919,305275,532,50,25,25,0,Macaca,5,Mus,0.008544087,5,5.0,5.0,5,0,Macaca,5,Mus,5,0,0.0,1,0.0244336,12.934,-4014.05,529.3530221,0.3160242,0.16372,0.854408749
3924,812667,2249,210,116,94,17,Rattus,20,Pan,0.008488621,39,2.658227848,1.0,1,1,Mus,8,Pan,39,22,0.564102564,1,0.0789473,174.873,-19774.3,2215.05992,13.8057512,0.19486,0.848862121
3925,812673,541,21,11,10,0,Pan,6,Rattus,0.003528819,6,4.2,5.0,5,0,Pan,5,Mus,6,1,0.166666667,1,0.381888,198.027,-3739.13,518.5473228,75.624135,0.11014,0.352881869
3927,812448,584,44,25,19,0,Gorilla,10,Mus,0.006849315,10,2.2,1.0,1,0,Gorilla,5,Mus,10,6,0.6,1,1.02228,511.857,-4697.42,500.7013734,523.261174,0.16328,0.684931507
3929,807804,349,7,4,3,0,Mus,1,Pan,0.001823392,1,1.0,1.0,1,0,Mus,1,Pan,1,1,1.0,1,0.00753734,2.62468,-1882.61,348.2236439,0.0197831,0.08927,0.182339151
3934,807659,683,109,72,37,5,Homo,17,Mus,0.014508186,28,4.36,4.0,4,1,Mus,12,Mus,28,35,1.25,1,1.66289,1027.85,-5924.0,618.1106387,1709.201487,0.05825,1.450818581
3938,810296,2136,1935,1010,925,136,Homo,189,Mus,0.082354443,270,25.12987013,23.0,6,1,Rattus,98,Mus,270,85,0.314814815,1,1.91487,1278.12,-22487.2,667.4708988,2447.433644,0.10249,8.235444331
3949,956829,606,235,206,29,0,V7,79,Mus,0.035253525,148,16.78571429,6.0,1,0,V7,78,Mus,148,177,1.195945946,1,0.43497,217.224,-5962.35,499.3999586,94.4859233,0.51139,3.525352535
3953,816474,377,9,6,3,0,Pan,3,Mus,0.002170244,3,3.0,3.0,3,0,Pan,3,Mus,3,3,1.0,1,0.216074,79.0747,-3139.66,365.9611985,17.0859867,0.13591,0.217024355
3954,816425,527,8,6,2,0,Pan,3,Mus,0.001380024,5,1.333333333,1.0,1,0,Pan,2,Mus,5,4,0.8,1,0.124131,62.9267,-4334.04,506.9378318,7.8111542,0.31017,0.138002415
3955,816520,390,16,8,8,0,Pan,4,Mus,0.003729604,4,4.0,4.0,4,0,Pan,4,Mus,4,0,0.0,1,0.183957,70.3857,-2710.99,382.620395,12.9479422,0.09837,0.372960373
3958,312142,1702,2157,1158,999,19,Macaca,338,Gorilla,0.11521205,365,25.08139535,3.0,1,1,Mus,324,Gorilla,365,159,0.435616438,1,1.13876,1380.71,-15935.9,1212.467948,1572.29732,0.14457,11.521205
3963,988641,1926,259,145,114,15,Pan,42,Rattus,0.012225054,65,2.0234375,1.0,1,1,Mus,6,Mus,65,31,0.476923077,1,0.160357,284.877,-18009.9,1776.517396,45.6820211,0.53253,1.222505428
3966,810400,1358,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,33,30,0.909090909,0,1e-06,1e-06,-20357.0,1.0,0.0,0.08633,0.0
3967,808274,757,1,1,0,0,Rattus,1,Mus,0.000120091,1,1.0,1.0,1,0,Rattus,1,Mus,1,1,1.0,1,0.00282108,2.13443,-6553.39,756.6003091,0.0060214,0.17383,0.012009127
3970,688423,281,43,23,20,3,Rattus,4,Mus,0.013911356,7,3.909090909,4.0,4,3,Rattus,4,Mus,7,3,0.428571429,1,0.0928812,24.9787,-2215.28,268.9317106,2.3200516,0.46865,1.391135555
3972,688748,1089,493,271,222,4,Rattus,63,Macaca,0.041155355,67,9.86,2.0,1,1,Mus,39,Pan,67,49,0.731343284,1,0.225162,219.739,-9705.57,975.9151189,49.4768727,0.52182,4.11553552
3976,965752,228,230,124,106,14,Rattus,24,Pan,0.091706539,35,8.846153846,6.0,3,2,Rattus,17,Mus,35,18,0.514285714,1,0.394107,75.219,-1785.71,190.8593352,29.6443344,0.5057,9.170653907
3977,808715,769,74,38,36,3,Gorilla,13,Mus,0.008748079,14,1.275862069,1.0,1,1,Mus,4,Mus,14,2,0.142857143,1,0.0473268,35.6182,-6867.93,752.6010632,1.6856954,0.44131,0.874807897
3982,964176,531,55,43,12,0,Gorilla,32,Rattus,0.009416196,32,3.928571429,1.5,1,0,Gorilla,24,Rattus,32,31,0.96875,1,1.78523,789.804,-4298.09,442.4102217,1409.981795,0.1125,0.941619586
3985,947362,575,73,41,32,6,Pan,8,Macaca,0.011541502,16,4.294117647,5.0,6,1,Gorilla,6,Pan,16,9,0.5625,1,0.120225,66.2861,-4691.53,551.3503847,7.9692464,0.3494,1.154150198
3987,811545,254,11,6,5,0,Gorilla,2,Macaca,0.003937008,2,1.0,1.0,1,0,Gorilla,1,Mus,2,1,0.5,1,0.0747824,18.4964,-1793.26,247.3362716,1.3832052,0.3361,0.393700787
3988,811546,329,30,15,15,0,Gorilla,3,Mus,0.008289583,3,3.0,3.0,3,0,Gorilla,3,Mus,3,0,0.0,1,0.0493498,16.1499,-2191.18,327.2536059,0.7969943,0.07447,0.828958276
3991,1014644,171,48,24,24,0,Gorilla,9,Mus,0.025518341,9,2.666666667,2.0,2,0,Gorilla,6,Mus,9,0,0.0,1,0.17384,28.0796,-1355.71,161.5255407,4.8813577,0.32722,2.551834131
3995,989692,1870,8,4,4,0,Pan,2,Mus,0.000388916,2,1.0,1.0,1,0,Pan,1,Mus,2,0,0.0,1,0.286402,522.592,-16054.0,1824.679995,149.671394,0.08108,0.03889159
3999,987688,661,95,54,41,7,Mus,11,Rattus,0.013065603,20,2.261904762,2.0,2,1,Mus,6,Rattus,20,13,0.65,1,0.201894,121.697,-5436.52,602.7767046,24.5698941,0.48098,1.306560308
4002,808981,361,180,90,90,1,Pan,18,Mus,0.045328633,18,9.0,9.0,17,1,Mus,17,Mus,18,0,0.0,1,1.47845,479.464,-2622.21,324.3018026,708.8635508,0.07479,4.532863259
4003,808985,875,1216,842,374,72,Pan,289,Macaca,0.126337662,351,19.3015873,7.0,2,1,Rattus,136,Macaca,351,468,1.333333333,1,2.47824,1223.03,-8569.92,493.5074892,3030.961867,0.3239,12.63376623
4007,961820,497,1675,854,821,30,Gorilla,175,root,0.306383757,205,27.01612903,5.0,3,1,Mus,93,Mus,205,33,0.16097561,1,0.867504,281.066,-3979.07,323.9938951,243.8258793,0.6834,30.63837571
4010,1028993,718,1928,969,959,84,Gorilla,209,root,0.244112434,219,62.19354839,37.0,37,4,Mus,131,Mus,219,10,0.0456621,1,6.86852,1720.89,-6127.63,250.5474251,11819.96738,0.13885,24.41124335
4015,995698,886,590,432,158,28,Gorilla,207,Pan,0.060537656,306,6.483516484,2.0,1,1,Mus,149,Pan,306,274,0.895424837,1,0.326561,225.131,-9033.02,689.3995303,73.5190045,0.93111,6.053765647
4018,363785,128,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,1,0,0.0,0,1e-06,1e-06,-1425.36,1.0,0.0,0.59364,0.0
4019,363848,1223,811,621,190,35,Mus,312,Rattus,0.060283952,319,25.34375,2.0,1,1,Pan,312,Rattus,319,431,1.351097179,1,3.89718,1972.68,-11839.6,506.1813927,7687.889042,0.08369,6.028395153
4025,1035053,414,266,152,114,0,Pan,38,Mus,0.058410189,38,38.0,38.0,38,0,Pan,38,Mus,38,38,1.0,1,0.688685,257.642,-3273.69,374.1071753,177.4341808,0.15321,5.841018884
4027,940393,2217,802,507,295,46,Pan,177,Rattus,0.032886374,207,4.531073446,2.0,1,1,Mus,110,Rattus,207,212,1.024154589,1,0.11247,224.282,-22184.8,1994.149551,25.2249965,1.01598,3.288637389
4030,952688,212,47,38,9,0,Pan,32,Macaca,0.020154374,32,4.272727273,2.0,1,0,Pan,32,Macaca,32,29,0.90625,1,12.9601,1263.88,-1581.08,97.5208525,16380.01119,0.001,2.015437393
4031,779334,283,390,209,181,20,Mus,52,Macaca,0.125281079,71,11.81818182,2.0,30,1,Mus,30,Rattus,71,28,0.394366197,1,0.158603,37.5677,-2430.06,236.8662636,5.9583499,1.26997,12.52810793
4032,779340,764,42,23,19,1,Gorilla,7,Rattus,0.00499762,7,1.166666667,1.0,1,1,Mus,3,Mus,7,4,0.571428571,1,1.82015,1146.7,-7472.34,630.0030217,2087.166005,0.09882,0.499762018
4034,751678,787,105,56,49,8,Gorilla,10,Pan,0.012128913,17,5.526315789,9.0,9,1,Pan,9,Mus,17,7,0.411764706,1,0.865911,601.776,-7233.77,694.9628772,521.0844579,0.15359,1.212891302
4039,811357,832,482,283,199,35,Gorilla,71,Pan,0.052666084,121,8.169491525,9.0,1,1,Mus,25,Pan,121,84,0.694214876,1,1.88652,1051.26,-7693.87,557.2482666,1983.223015,0.26258,5.266608392
4041,797687,568,391,217,174,2,Rattus,77,Macaca,0.062580026,79,27.92857143,34.0,34,2,Mus,77,Macaca,79,43,0.544303797,1,0.588629,287.342,-4745.33,488.1546781,169.1378341,0.28545,6.258002561
4043,797785,487,155,118,37,3,Mus,87,Rattus,0.028934105,87,4.558823529,2.0,2,1,Pan,84,Rattus,87,81,0.931034483,1,7.60358,1489.8,-5461.83,195.9340206,11327.81348,0.04314,2.893410491
4046,1013166,552,200,102,98,7,Rattus,20,Pan,0.032938076,23,2.409638554,1.0,1,1,Mus,10,Mus,23,4,0.173913043,1,0.0475992,24.8957,-5212.77,523.0276979,1.1850154,1.15261,3.293807642
4047,1013196,463,258,143,115,23,Mus,28,Pan,0.050657766,51,12.28571429,20.0,3,3,Mus,28,Pan,51,28,0.549019608,1,0.941015,367.045,-4294.53,390.0522308,345.3948507,0.20073,5.065776556
4048,1013222,833,10,5,5,0,Macaca,1,Mus,0.001091346,1,1.0,1.0,1,0,Macaca,1,Mus,1,0,0.0,1,1.12084,880.771,-6060.12,785.8133186,987.2033676,0.05166,0.109134563
4049,1034723,531,99,59,40,7,Mus,17,Macaca,0.016949153,26,2.75,1.0,1,1,Mus,14,Macaca,26,19,0.730769231,1,0.413398,203.245,-4502.28,491.6448556,84.0210765,0.19269,1.694915254
4052,624861,504,38,20,18,2,Pan,7,Rattus,0.006854257,8,1.461538462,1.0,1,1,Rattus,3,Mus,8,2,0.25,1,0.0966424,46.9906,-4564.26,486.2317161,4.5412844,0.36685,0.685425685
4053,624863,1288,928,473,455,19,Gorilla,113,Rattus,0.065499718,126,12.21052632,3.0,1,1,Mus,49,Mus,126,18,0.142857143,1,0.52341,580.63,-11395.0,1109.321564,303.9075483,0.31747,6.549971767
4058,931413,508,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,1,1,1.0,0,1e-06,1e-06,-6376.9,1.0,0.0,0.15406,0.0
